Date,Status,X,Y,Z,Source,Time,SessionTime,RPM,Speed,nGear,Throttle,Brake,DRS,Distance
2020-08-01 14:06:25.601,OnTrack,-117.0,3480.0,1995.0,pos,0 days 00:00:03.300000,0 days 01:21:25.562000,10910.1166208,303.8166656,8,100.0,False,8,267.3681824296144
2020-08-01 14:06:25.623,OnTrack,-106.26173017590425,3495.141281662329,1995.1732228470846,car,0 days 00:00:03.322000,0 days 01:21:25.584000,10918.0,304.0,8,100.0,False,8,269.2288888888889
2020-08-01 14:06:25.821,OnTrack,-8.0,3631.0,1997.0,pos,0 days 00:00:03.520000,0 days 01:21:25.782000,10909.750005333333,304.82499946666667,8,100.0,False,8,285.9956750565188
2020-08-01 14:06:25.863,OnTrack,13.105745640739253,3659.647908873706,1997.6273740601766,car,0 days 00:00:03.562000,0 days 01:21:25.824000,10908.0,305.0,8,100.0,False,8,289.5622222222222
2020-08-01 14:06:26.041,OnTrack,104.0,3780.0,2001.0,pos,0 days 00:00:03.740000,0 days 01:21:26.002000,11009.608260266667,306.48333226666665,8,100.0,False,8,304.72729943302056
2020-08-01 14:06:26.103,OnTrack,136.60686306669004,3821.2945032434445,2002.1452990919038,car,0 days 00:00:03.802000,0 days 01:21:26.064000,11045.0,307.0,8,100.0,False,8,310.0288888888889
2020-08-01 14:06:26.261,OnTrack,223.0,3926.0,2005.0,pos,0 days 00:00:03.960000,0 days 01:21:26.222000,11060.1416544,308.3166656,8,100.0,False,8,323.5833944407489
2020-08-01 14:06:26.343,OnTrack,270.5832269378459,3981.032595494141,2006.5753942722226,car,0 days 00:00:04.042000,0 days 01:21:26.304000,11068.0,309.0,8,100.0,False,8,330.62888888888887
2020-08-01 14:06:26.481,OnTrack,355.0,4073.0,2009.0,pos,0 days 00:00:04.180000,0 days 01:21:26.442000,11111.12496,309.0,8,100.0,False,8,342.4878040501445
2020-08-01 14:06:26.583,OnTrack,420.84857378176343,4138.264831743427,2010.151074337317,car,0 days 00:00:04.282000,0 days 01:21:26.544000,11143.0,309.0,8,100.0,False,8,351.2288888888889
2020-08-01 14:06:26.701,OnTrack,496.0,4207.0,2011.0,pos,0 days 00:00:04.400000,0 days 01:21:26.662000,11082.5250656,308.01666773333335,8,100.0,False,8,361.294011086403
2020-08-01 14:06:26.823,OnTrack,566.6515468412284,4265.6262870022665,2011.6136164295676,car,0 days 00:00:04.522000,0 days 01:21:26.784000,11020.0,307.0,8,100.0,False,8,371.6955555555556
2020-08-01 14:06:26.920,OnTrack,628.0,4309.0,2012.0,pos,0 days 00:00:04.619000,0 days 01:21:26.881000,11054.354144,307.4041664,8,100.0,False,8,379.99836198232884
2020-08-01 14:06:27.063,OnTrack,739.6854710211571,4374.838767901845,2012.5436229305462,car,0 days 00:00:04.762000,0 days 01:21:27.024000,11105.0,308.0,8,100.0,False,8,392.22888888888883
2020-08-01 14:06:27.140,OnTrack,803.0,4406.0,2013.0,pos,0 days 00:00:04.839000,0 days 01:21:27.101000,11076.980578844445,307.14444515555556,8,100.0,False,8,398.76824072702203
2020-08-01 14:06:27.360,OnTrack,980.0,4468.0,2015.0,pos,0 days 00:00:05.059000,0 days 01:21:27.321000,10996.925023288888,304.7000007111111,8,100.0,False,8,417.31618586434433
2020-08-01 14:06:27.423,OnTrack,1031.8431510462574,4480.938579322668,2015.411791708515,car,0 days 00:00:05.122000,0 days 01:21:27.384000,10974.0,304.0,8,100.0,False,8,422.62888888888887
2020-08-01 14:06:27.561,OnTrack,1148.0,4503.0,2016.0,pos,0 days 00:00:05.260000,0 days 01:21:27.522000,10960.775012266668,304.0,8,100.0,False,8,434.2840788233262
2020-08-01 14:06:27.663,OnTrack,1235.735115264843,4513.713185409471,2016.3124975745955,car,0 days 00:00:05.362000,0 days 01:21:27.624000,10951.0,304.0,8,100.0,False,8,442.8955555555556
2020-08-01 14:06:27.781,OnTrack,1338.0,4521.0,2017.0,pos,0 days 00:00:05.480000,0 days 01:21:27.742000,10914.616706133333,303.50833386666665,8,100.0,False,8,452.8385482708092
2020-08-01 14:06:27.903,OnTrack,1443.0611312983083,4523.84336692428,2018.6416193800767,car,0 days 00:00:05.602000,0 days 01:21:27.864000,10877.0,303.0,8,100.0,False,8,463.0955555555556
2020-08-01 14:06:28.001,OnTrack,1527.0,4523.0,2020.0,pos,0 days 00:00:05.700000,0 days 01:21:27.962000,10865.9750144,302.5916672,8,100.0,False,8,471.3167954242791
2020-08-01 14:06:28.143,OnTrack,1647.9591333433973,4517.272127764433,2021.230849806491,car,0 days 00:00:05.842000,0 days 01:21:28.104000,10850.0,302.0,8,100.0,False,8,483.2288888888889
2020-08-01 14:06:28.221,OnTrack,1714.0,4512.0,2022.0,pos,0 days 00:00:05.920000,0 days 01:21:28.182000,10846.1000064,302.32499946666667,8,100.0,False,8,489.79076336713865
2020-08-01 14:06:28.383,OnTrack,1850.2503109398633,4496.589415580787,2024.350340487513,car,0 days 00:00:06.082000,0 days 01:21:28.344000,10838.0,303.0,8,100.0,False,8,503.42888888888893
2020-08-01 14:06:28.441,OnTrack,1899.0,4490.0,2025.0,pos,0 days 00:00:06.140000,0 days 01:21:28.402000,10843.0749888,302.75833386666665,8,100.0,False,8,508.29743102743464
2020-08-01 14:06:28.623,OnTrack,2052.1791946012577,4467.303539704325,2025.8031676465098,car,0 days 00:00:06.322000,0 days 01:21:28.584000,10859.0,302.0,8,100.0,False,8,523.5622222222223
2020-08-01 14:06:28.661,OnTrack,2084.0,4463.0,2026.0,pos,0 days 00:00:06.360000,0 days 01:21:28.622000,10861.22593332862,302.3179904755172,8,100.0,False,8,526.7607868878359
2020-08-01 14:06:28.862,OnTrack,2251.1838421554835,4445.234993783588,2027.8144667018069,car,0 days 00:00:06.561000,0 days 01:21:28.823000,10873.0,304.0,8,100.0,False,8,543.7444444444445
2020-08-01 14:06:28.881,OnTrack,2267.0,4444.0,2028.0,pos,0 days 00:00:06.580000,0 days 01:21:28.842000,10877.354122666668,304.07916586666664,8,100.0,False,8,545.3532208383143
2020-08-01 14:06:29.101,OnTrack,2451.0,4436.0,2030.0,pos,0 days 00:00:06.800000,0 days 01:21:29.062000,10927.770789333334,304.9958325333333,8,100.0,False,8,563.9931705561589
2020-08-01 14:06:29.102,OnTrack,2451.840245215671,4435.99633539834,2030.0085294769265,car,0 days 00:00:06.801000,0 days 01:21:29.063000,10928.0,305.0,8,100.0,False,8,564.0777777777779
2020-08-01 14:06:29.321,OnTrack,2636.0,4443.0,2032.0,pos,0 days 00:00:07.020000,0 days 01:21:29.282000,10958.1124736,304.0875008,8,100.0,False,8,582.5708400396534
2020-08-01 14:06:29.342,OnTrack,2653.539190565485,4444.494603833055,2032.2562646382764,car,0 days 00:00:07.041000,0 days 01:21:29.303000,10961.0,304.0,8,100.0,False,8,584.3444444444445
2020-08-01 14:06:29.541,OnTrack,2815.0,4466.0,2035.0,pos,0 days 00:00:07.240000,0 days 01:21:29.502000,10908.7625504,304.0,8,100.0,False,8,601.1572839048334
2020-08-01 14:06:29.582,OnTrack,2845.7594602619192,4472.157819572047,2035.4327583133656,car,0 days 00:00:07.281000,0 days 01:21:29.543000,10898.0,304.0,8,100.0,False,8,604.6111111111112
2020-08-01 14:06:29.761,OnTrack,2975.0,4507.0,2037.0,pos,0 days 00:00:07.460000,0 days 01:21:29.722000,10852.504215466666,302.50833493333334,8,100.0,False,8,619.6311917735958
2020-08-01 14:06:29.822,OnTrack,3021.8797227197947,4522.504778376155,2037.7314316865877,car,0 days 00:00:07.521000,0 days 01:21:29.783000,10837.0,302.0,8,100.0,False,8,624.7444444444445
2020-08-01 14:06:29.981,OnTrack,3148.0,4571.0,2040.0,pos,0 days 00:00:07.680000,0 days 01:21:29.942000,10858.358189964796,302.0,8,100.0,False,8,638.0817954699935
2020-08-01 14:06:30.023,OnTrack,3180.2441069231168,4585.396606243499,2040.5841292640528,car,0 days 00:00:07.722000,0 days 01:21:29.984000,10864.0,302.0,8,100.0,False,8,641.6061111111112
2020-08-01 14:06:30.201,OnTrack,3312.0,4654.0,2043.0,pos,0 days 00:00:07.900000,0 days 01:21:30.162000,10849.166677333333,302.0,8,100.0,False,8,656.5429745497343
2020-08-01 14:06:30.263,OnTrack,3356.9526679269234,4681.101381690469,2043.8704710285745,car,0 days 00:00:07.962000,0 days 01:21:30.224000,10844.0,302.0,8,100.0,False,8,661.7394444444445
2020-08-01 14:06:30.421,OnTrack,3469.0,4757.0,2046.0,pos,0 days 00:00:08.120000,0 days 01:21:30.382000,10837.416672,301.3416672,8,100.0,False,8,674.9585664326578
2020-08-01 14:06:30.503,OnTrack,3525.0452494703386,4799.495988311181,2046.8829479169854,car,0 days 00:00:08.202000,0 days 01:21:30.464000,10834.0,301.0,8,100.0,False,8,681.8061111111112
2020-08-01 14:06:30.641,OnTrack,3616.0,4875.0,2048.0,pos,0 days 00:00:08.340000,0 days 01:21:30.602000,10834.0,300.42500053333333,8,100.0,False,8,693.3103565654676
2020-08-01 14:06:30.743,OnTrack,3680.5055238681553,4933.223405127288,2048.5296801937648,car,0 days 00:00:08.442000,0 days 01:21:30.704000,10834.0,300.0,8,100.0,False,8,701.8061111111111
2020-08-01 14:06:30.861,OnTrack,3753.0,5003.0,2049.0,pos,0 days 00:00:08.560000,0 days 01:21:30.822000,10803.0250336,300.0,8,100.0,False,8,711.6336748421686
2020-08-01 14:06:30.983,OnTrack,3826.5304948758812,5077.714177064103,2049.545691718038,car,0 days 00:00:08.682000,0 days 01:21:30.944000,10771.0,300.0,8,100.0,False,8,721.8061111111111
2020-08-01 14:06:31.081,OnTrack,3885.0,5138.0,2050.0,pos,0 days 00:00:08.780000,0 days 01:21:31.042000,10779.166656,300.4083328,8,100.0,False,8,729.995644162887
2020-08-01 14:06:31.223,OnTrack,3969.405769254771,5223.666251395359,2050.6466434777813,car,0 days 00:00:08.922000,0 days 01:21:31.184000,10791.0,301.0,8,100.0,False,8,741.8727777777779
2020-08-01 14:06:31.301,OnTrack,4016.0,5270.0,2051.0,pos,0 days 00:00:09,0 days 01:21:31.262000,10800.424984533332,301.0,8,100.0,False,8,748.3899817030024
2020-08-01 14:06:31.463,OnTrack,4113.817212483726,5364.731364579803,2051.735819487208,car,0 days 00:00:09.162000,0 days 01:21:31.424000,10820.0,301.0,8,100.0,False,8,761.9394444444446
2020-08-01 14:06:31.521,OnTrack,4149.0,5398.0,2052.0,pos,0 days 00:00:09.220000,0 days 01:21:31.482000,10750.4001536,299.79166933333335,8,76.55838506666666,False,8,766.810366802602
2020-08-01 14:06:31.703,OnTrack,4258.858775950701,5499.161986535615,2052.8291960448128,car,0 days 00:00:09.402000,0 days 01:21:31.664000,10532.0,296.0,8,3.0,True,8,781.6727777777779
2020-08-01 14:06:31.741,OnTrack,4281.0,5519.0,2053.0,pos,0 days 00:00:09.440000,0 days 01:21:31.702000,10266.000896,288.5583584,8,2.5250016,True,8,784.5300933854854
2020-08-01 14:06:31.943,OnTrack,4391.7569407323535,5615.152317171583,2053.9120127565357,car,0 days 00:00:09.642000,0 days 01:21:31.904000,8852.0,249.0,8,0.0,True,8,798.272777777778
2020-08-01 14:06:31.961,OnTrack,4401.0,5623.0,2054.0,pos,0 days 00:00:09.660000,0 days 01:21:31.922000,8805.778900114286,246.3000192,8,0.0,True,8,799.4003412191305
2020-08-01 14:06:32.181,OnTrack,4507.0,5711.0,2055.0,pos,0 days 00:00:09.880000,0 days 01:21:32.142000,8240.850328685714,213.3000192,8,0.0,True,8,812.0980236970197
2020-08-01 14:06:32.223,OnTrack,4526.633145302606,5726.822128554664,2055.0704255525043,car,0 days 00:00:09.922000,0 days 01:21:32.184000,8133.0,207.0,8,0.0,True,8,814.3727777777779
2020-08-01 14:06:32.401,OnTrack,4602.0,5786.0,2055.0,pos,0 days 00:00:10.100000,0 days 01:21:32.362000,8254.633245866667,190.68334506666667,8,0.0,True,8,823.617987408779
2020-08-01 14:06:32.463,OnTrack,4620.366900119896,5799.810836159818,2054.97842370509,car,0 days 00:00:10.162000,0 days 01:21:32.424000,8297.0,185.0,8,0.0,True,8,826.7061111111112
2020-08-01 14:06:32.621,OnTrack,4659.0,5826.0,2055.0,pos,0 days 00:00:10.320000,0 days 01:21:32.582000,8726.8913184,175.125008,8,0.0,True,8,834.2890162237368
2020-08-01 14:06:32.703,OnTrack,4686.320145889342,5842.699194673971,2055.0618144682276,car,0 days 00:00:10.402000,0 days 01:21:32.664000,8950.0,170.0,8,0.0,True,8,838.0394444444446
2020-08-01 14:06:32.841,OnTrack,4739.0,5871.0,2055.0,pos,0 days 00:00:10.540000,0 days 01:21:32.802000,9022.4499328,160.80000853333334,8,0.0,True,8,844.0444791757079
2020-08-01 14:06:32.943,OnTrack,4775.860893861895,5885.1834998928125,2054.534105897572,car,0 days 00:00:10.642000,0 days 01:21:32.904000,9076.0,154.0,7,0.0,True,8,848.3061111111112
2020-08-01 14:06:33.061,OnTrack,4818.0,5896.0,2054.0,pos,0 days 00:00:10.760000,0 days 01:21:33.022000,9318.391403733332,149.08333866666666,7,0.0,True,8,853.107159728645
2020-08-01 14:06:33.183,OnTrack,4863.584750961687,5903.253000523871,2054.041973240495,car,0 days 00:00:10.882000,0 days 01:21:33.144000,9569.0,144.0,5,0.0,True,8,857.9061111111113
2020-08-01 14:06:33.280,OnTrack,4900.0,5906.0,2054.0,pos,0 days 00:00:10.979000,0 days 01:21:33.241000,9350.750144,139.958336,5,0.0,True,8,861.5876054966441
2020-08-01 14:06:33.423,OnTrack,4952.267257498179,5904.951924645899,2053.2056195145633,car,0 days 00:00:11.122000,0 days 01:21:33.384000,9029.0,134.0,3,0.0,True,8,866.8394444444447
2020-08-01 14:06:33.500,OnTrack,4980.0,5902.0,2053.0,pos,0 days 00:00:11.199000,0 days 01:21:33.461000,8916.708426666666,132.0750016,3,0.0,True,8,869.6079448040759
2020-08-01 14:06:33.663,OnTrack,5037.875224054806,5890.5066037267015,2053.791150069163,car,0 days 00:00:11.362000,0 days 01:21:33.624000,8679.0,128.0,3,0.0,False,8,875.372777777778
2020-08-01 14:06:33.720,OnTrack,5057.0,5885.0,2054.0,pos,0 days 00:00:11.419000,0 days 01:21:33.681000,8607.75008,127.2875008,3,1.8999978666666668,False,8,877.3779896893589
2020-08-01 14:06:33.903,OnTrack,5113.223097569608,5862.474241849967,2053.86453176569,car,0 days 00:00:11.602000,0 days 01:21:33.864000,8379.0,125.0,3,8.0,False,8,883.7061111111113
2020-08-01 14:06:33.940,OnTrack,5124.0,5857.0,2054.0,pos,0 days 00:00:11.639000,0 days 01:21:33.901000,8370.520848,123.7666688,3,9.8499968,False,8,884.9398232428308
2020-08-01 14:06:34.141,OnTrack,5180.0,5822.0,2056.0,pos,0 days 00:00:11.840000,0 days 01:21:34.102000,8324.458362666666,117.06667093333333,3,19.899993600000002,False,8,891.4416280588583
2020-08-01 14:06:34.143,OnTrack,5180.531265711463,5821.611641287097,2056.016551583875,car,0 days 00:00:11.842000,0 days 01:21:34.104000,8324.0,117.0,3,20.0,False,8,891.5061111111113
2020-08-01 14:06:34.361,OnTrack,5235.0,5775.0,2057.0,pos,0 days 00:00:12.060000,0 days 01:21:34.322000,8647.3664768,117.0,3,40.8916544,False,8,898.581652321478
2020-08-01 14:06:34.383,OnTrack,5240.089021024796,5769.871051161101,2057.085767344933,car,0 days 00:00:12.082000,0 days 01:21:34.344000,8680.0,117.0,3,43.0,False,8,899.3061111111112
2020-08-01 14:06:34.581,OnTrack,5282.0,5720.0,2058.0,pos,0 days 00:00:12.280000,0 days 01:21:34.542000,8846.649892266667,120.29999786666667,3,56.19999146666667,False,8,905.9375632107399
2020-08-01 14:06:34.623,OnTrack,5289.793842978094,5708.391169289398,2058.219493993861,car,0 days 00:00:12.322000,0 days 01:21:34.584000,8882.0,121.0,3,59.0,False,8,907.372777777778
2020-08-01 14:06:34.801,OnTrack,5319.0,5655.0,2059.0,pos,0 days 00:00:12.500000,0 days 01:21:34.762000,9298.0747008,124.70833066666667,3,66.41666133333334,False,8,913.5713619821416
2020-08-01 14:06:34.863,OnTrack,5328.190321545477,5634.812831936271,2059.0424675180943,car,0 days 00:00:12.562000,0 days 01:21:34.824000,9443.0,126.0,3,69.0,False,8,915.772777777778
2020-08-01 14:06:35.021,OnTrack,5349.0,5580.0,2059.0,pos,0 days 00:00:12.720000,0 days 01:21:34.982000,9782.6997248,129.9499968,3,76.8999936,False,8,921.4871131674886
2020-08-01 14:06:35.103,OnTrack,5357.82236231943,5549.977734966628,2059.3349367997953,car,0 days 00:00:12.802000,0 days 01:21:35.064000,9959.0,132.0,3,81.0,False,8,924.5727777777779
2020-08-01 14:06:35.241,OnTrack,5370.0,5497.0,2060.0,pos,0 days 00:00:12.940000,0 days 01:21:35.202000,10277.549704533334,138.8999936,3,83.87499733333334,False,8,930.0111740695968
2020-08-01 14:06:35.343,OnTrack,5377.3863037074525,5455.776673350349,2059.9661364084036,car,0 days 00:00:13.042000,0 days 01:21:35.304000,10513.0,144.0,3,86.0,False,8,934.1727777777779
2020-08-01 14:06:35.461,OnTrack,5384.0,5407.0,2060.0,pos,0 days 00:00:13.160000,0 days 01:21:35.422000,10821.083265316614,148.44350863437427,3,89.94978545277712,False,8,939.0910911123758
2020-08-01 14:06:35.582,OnTrack,5388.342435823851,5357.103573680637,2060.9461837608515,car,0 days 00:00:13.281000,0 days 01:21:35.543000,11137.0,153.0,3,94.0,False,8,944.3302777777778
2020-08-01 14:06:35.681,OnTrack,5392.0,5309.0,2062.0,pos,0 days 00:00:13.380000,0 days 01:21:35.642000,11455.0368832,158.3624896,3,94.4124992,False,8,948.8261408832775
2020-08-01 14:06:35.822,OnTrack,5399.849539574871,5220.772101627874,2063.3904431022925,car,0 days 00:00:13.521000,0 days 01:21:35.783000,11908.0,166.0,3,95.0,False,8,955.3969444444446
2020-08-01 14:06:35.901,OnTrack,5405.0,5174.0,2064.0,pos,0 days 00:00:13.600000,0 days 01:21:35.862000,11614.054881066666,165.34166826666666,3,64.3875744,False,8,959.0579584730656
2020-08-01 14:06:36.062,OnTrack,5416.557810430541,5102.097723392237,2064.7467989230718,car,0 days 00:00:13.761000,0 days 01:21:36.023000,11015.0,164.0,3,2.0,True,8,966.330277777778
2020-08-01 14:06:36.121,OnTrack,5422.0,5079.0,2065.0,pos,0 days 00:00:13.820000,0 days 01:21:36.082000,10702.3010176,160.06667946666667,3,1.5083349333333333,True,8,968.8601536441327
2020-08-01 14:06:36.302,OnTrack,5444.244124693053,5010.6640603455735,2065.8880003449667,car,0 days 00:00:14.001000,0 days 01:21:36.263000,9743.0,148.0,3,0.0,True,8,976.1969444444446
2020-08-01 14:06:36.341,OnTrack,5450.0,4997.0,2066.0,pos,0 days 00:00:14.040000,0 days 01:21:36.302000,9606.597643016165,145.4776235550642,3,0.0,True,8,977.7102354054504
2020-08-01 14:06:36.503,OnTrack,5477.20966964421,4945.17699783064,2066.0180551274307,car,0 days 00:00:14.202000,0 days 01:21:36.464000,9040.0,135.0,3,0.0,True,8,983.7344444444446
2020-08-01 14:06:36.561,OnTrack,5488.0,4928.0,2066.0,pos,0 days 00:00:14.260000,0 days 01:21:36.522000,8833.617122133333,131.85834026666666,3,0.0,True,8,985.7772634422881
2020-08-01 14:06:36.743,OnTrack,5524.842793327636,4877.744954339414,2066.060470313268,car,0 days 00:00:14.442000,0 days 01:21:36.704000,8186.0,122.0,3,0.0,True,8,991.867777777778
2020-08-01 14:06:36.781,OnTrack,5533.0,4868.0,2066.0,pos,0 days 00:00:14.480000,0 days 01:21:36.742000,8110.000256,120.91428937142857,3,0.0,True,8,993.1040910201267
2020-08-01 14:06:37.001,OnTrack,5583.0,4817.0,2065.0,pos,0 days 00:00:14.700000,0 days 01:21:36.962000,7670.000256,114.62857508571429,3,0.0,True,8,1000.0570821314767
2020-08-01 14:06:37.023,OnTrack,5588.2588703298015,4812.448452094076,2064.8845296526597,car,0 days 00:00:14.722000,0 days 01:21:36.984000,7626.0,114.0,3,0.0,True,8,1000.7344444444446
2020-08-01 14:06:37.221,OnTrack,5637.0,4776.0,2064.0,pos,0 days 00:00:14.920000,0 days 01:21:37.182000,7281.9752224,109.0500032,3,0.8249994666666667,True,8,1006.6947945780015
2020-08-01 14:06:37.263,OnTrack,5647.338801657585,4769.263907513832,2063.9087790097865,car,0 days 00:00:14.962000,0 days 01:21:37.224000,7209.0,108.0,3,1.0,True,8,1007.9344444444447
2020-08-01 14:06:37.441,OnTrack,5691.0,4745.0,2064.0,pos,0 days 00:00:15.140000,0 days 01:21:37.402000,6864.125248,105.03333546666667,3,1.7416661333333332,True,8,1013.104431751035
2020-08-01 14:06:37.503,OnTrack,5706.303345254221,4738.515390217952,2064.238189833375,car,0 days 00:00:15.202000,0 days 01:21:37.464000,6744.0,104.0,3,2.0,False,8,1014.8677777777781
2020-08-01 14:06:37.661,OnTrack,5745.0,4727.0,2065.0,pos,0 days 00:00:15.360000,0 days 01:21:37.622000,6717.0083552,100.708336,3,2.6583328,False,8,1019.2635670144026
2020-08-01 14:06:37.743,OnTrack,5764.342762631506,4724.117846852911,2065.1578910637936,car,0 days 00:00:15.442000,0 days 01:21:37.704000,6703.0,99.0,3,3.0,False,8,1021.467777777778
2020-08-01 14:06:37.881,OnTrack,5796.0,4724.0,2065.0,pos,0 days 00:00:15.580000,0 days 01:21:37.842000,6793.274916266667,95.5500032,3,11.049992533333333,False,8,1025.0386916208186
2020-08-01 14:06:37.983,OnTrack,5819.071355637231,4727.633476143221,2064.535066033301,car,0 days 00:00:15.682000,0 days 01:21:37.944000,6860.0,93.0,3,17.0,False,8,1027.667777777778
2020-08-01 14:06:38.101,OnTrack,5846.0,4736.0,2064.0,pos,0 days 00:00:15.800000,0 days 01:21:38.062000,6955.874896,94.4749984,3,26.341656533333335,False,8,1030.7827135931818
2020-08-01 14:06:38.223,OnTrack,5874.832804668044,4749.627980411268,2063.9262793278854,car,0 days 00:00:15.922000,0 days 01:21:38.184000,7055.0,96.0,3,36.0,False,8,1034.067777777778
